sim,radiotype,radio,mcc,mnc,area,cellid,unit,lat,lon,signal,extra,acc,time,speed,bearing,alt,api,device
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0127712,-79.4707835,-97,,5.1,1753455447013,0.1,66.3,37.5,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0127776,-79.4707902,-97,,4.8,1753455452027,0.1,69.3,37.5,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0127982,-79.4708182,-99,,4.5,1753455456985,0.0,0.0,37.6,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0127983,-79.4708183,-100,,3.4,1753455461985,0.0,0.0,37.6,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0127983,-79.4708183,-101,,2.2,1753455466985,0.0,0.0,37.6,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0128399,-79.4707999,-101,,2.1,1753455471985,0.1,0.0,37.6,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0128432,-79.4707984,-100,,2.1,1753455476985,0.0,0.0,37.6,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0128433,-79.4707983,-100,,2.2,1753455481984,0.0,0.0,37.6,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0128433,-79.4707983,-103,,2.5,1753455486985,0.0,0.0,37.6,31,Xiaomi_M2003J15SC
2,LTE,IWLAN,740,1,60414,51363361,2147483647,-1.0128433,-79.4707983,-105,,2.4,1753455491984,0.0,0.0,37.6,31,Xiaomi_M2003J15SC
