microtesla
20.672333
24.924637
24.924637
25.540188
25.540188
25.691835
25.691835
26.147263
26.147263
26.001244
26.001244
25.882452
25.882452
26.306334
26.306334
26.182419
26.182419
26.294762
26.337606
26.51758
26.51758
26.29693
26.29693
26.720392
26.720392
26.751184
26.751184
26.621784
26.621784
26.598728
26.598728
26.64696
26.64696
26.88134
26.88134
26.574125
26.574125
26.530586
26.530586
27.06419
27.06419
27.729275
27.729275
28.21885
28.21885
27.73735
27.73735
27.210207
27.210207
27.78716
27.78716
28.131735
28.131735
28.450998
28.450998
28.878721
28.878721
28.82199
28.674042
29.10257
29.10257
28.377766
28.377766
28.08117
28.08117
28.053581
28.053581
27.827456
27.827456
27.685205
27.685205
26.545021
26.545021
26.13552
26.13552
25.315897
25.315897
24.619059
24.619059
24.439642
24.439642
23.655966
23.655966
23.19478
23.19478
22.834024
22.834024
21.948387
21.948387
21.25352
21.25352
21.566856
21.566856
20.945133
20.945133
20.633867
20.633867
21.049658
21.049658
20.934576
20.934576
20.503534
20.503534
20.649096
20.649096
20.631403
20.631403
20.583693
20.583693
20.165642
20.165642
20.257673
20.257673
20.504372
20.504372
21.407902
21.407902
21.669231
21.669231
21.203796
21.203796
21.459322
21.459322
21.614998
21.614998
21.360697
21.360697
21.36918
21.36918
21.693882
21.693882
22.081978
22.081978
21.51033
21.51033
21.385216
21.385216
21.624712
21.624712
21.504677
21.504677
22.078323
22.078323
22.776041
22.776041
22.681427
22.681427
22.20716
22.20716
21.912254
21.912254
22.355364
22.355364
22.613052
22.613052
22.691143
22.691143
23.030329
23.030329
23.779108
23.779108
24.320429
24.320429
24.148798
24.148798
24.789804
24.789804
25.29951
25.29951
25.427595
25.427595
25.940533
25.940533
26.30098
26.30098
26.566183
26.566183
26.058207
26.058207
26.745327
26.745327
26.734434
26.734434
26.376425
26.376425
26.431618
26.431618
25.633749
25.633749
25.500013
25.500013
25.70024
25.70024
25.518766
25.518766
25.617447
25.617447
25.632664
25.632664
25.902672
25.902672
25.559273
25.559273
25.603292
25.603292
26.35507
26.35507
26.30408
26.30408
26.102867
25.962458
26.077768
26.077768
26.026592
26.026592
26.145042
26.145042
25.99558
25.99558
25.890347
25.890347
25.829437
25.829437
25.747515
25.747515
25.511831
25.511831
25.421625
25.421625
25.394072
25.394072
25.546934
25.546934
25.571148
25.571148
25.427313
25.427313
25.80814
25.80814
25.805588
25.805588
25.798805
25.798805
25.4702
25.4702
25.628096
25.628096
26.143372
26.143372
26.20065
26.20065
26.299559
26.299559
26.252016
26.252016
26.18066
26.18066
26.379139
26.379139
26.783041
26.783041
26.71845
26.71845
27.382551
27.382551
27.638195
27.638195
27.538465
27.538465
27.517302
27.517302
27.500607
27.500607
27.342575
27.342575
27.319351
27.319351
27.312746
27.312746
27.462324
27.462324
26.996561
26.996561
26.718056
26.718056
26.839525
26.839525
27.377321
27.377321
