Second,microtesla
21.5,26.026592
21.6,26.145042
21.7,26.145042
21.8,25.99558
21.9,25.99558
22.0,25.890347
22.1,25.890347
22.2,25.829437
22.3,25.829437
22.4,25.747515
22.5,25.747515
22.6,25.511831
22.7,25.511831
22.8,25.421625
22.9,25.421625
23.0,25.394072
23.1,25.394072
23.2,25.546934
23.3,25.546934
23.4,25.571148
23.5,25.571148
23.6,25.427313
23.7,25.427313
23.8,25.80814
23.9,25.80814
24.0,25.805588
24.1,25.805588
24.2,25.798805
24.3,25.798805
24.4,25.4702
24.5,25.4702
24.6,25.628096
24.7,25.628096
24.8,26.143372
24.9,26.143372
25.0,26.20065
25.1,26.20065
25.2,26.299559
25.3,26.299559
25.4,26.252016
25.5,26.252016
25.6,26.18066
25.7,26.18066
25.8,26.379139
25.9,26.379139
26.0,26.783041
26.1,26.783041
26.2,26.71845
26.3,26.71845
26.4,27.382551
26.5,27.382551
26.6,27.638195
26.7,27.638195
26.8,27.538465
26.9,27.538465
27.0,27.517302
27.1,27.517302
27.2,27.500607
27.3,27.500607
27.4,27.342575
27.5,27.342575
27.6,27.319351
27.7,27.319351
27.8,27.312746
27.9,27.312746
28.0,27.462324
28.1,27.462324
28.2,26.996561
28.3,26.996561
28.4,26.718056
28.5,26.718056
28.6,26.839525
28.7,26.839525
28.8,27.377321
28.9,27.377321
29.0,27.822222
29.1,27.822222
29.2,27.934734
29.3,27.934734
29.4,27.8461
29.5,27.8461
29.6,28.28701
29.7,28.28701
29.8,28.550123
29.9,28.550123
30.0,28.446913
30.1,28.446913
30.2,28.226936
30.3,28.226936
30.4,28.594238
30.5,28.594238
30.6,28.298893
30.7,28.298893
30.8,28.22777
30.9,28.22777
31.0,28.572302
31.1,28.572302
31.2,28.639265
31.3,28.639265
31.4,28.671299
31.5,28.671299
31.6,28.445013
31.7,28.445013
31.8,28.5518
31.9,28.5518
32.0,28.655666
32.1,28.655666
32.2,28.893545
32.3,28.893545
32.4,28.414303
32.5,28.414303
32.6,28.247068
32.7,28.247068
32.8,28.789822
32.9,28.789822
33.0,28.535524
33.1,28.535524
33.2,28.250296
33.3,28.067163
33.4,27.584644
33.5,27.584644
33.6,27.393684
33.7,27.352394
33.8,27.339376
33.9,27.339376
34.0,27.821312
34.1,27.821312
34.2,28.094507
34.3,28.297897
34.4,28.623129
34.5,28.623129
34.6,28.343119
34.7,28.240307
34.8,28.19875
34.9,28.19875
35.0,27.868513
35.1,27.68107
35.2,27.54467
35.3,27.54467
35.4,27.562187
35.5,27.457062
35.6,27.287922
35.7,27.287922
35.8,26.956516
35.9,26.956516
36.0,27.371748
36.1,27.371748
36.2,27.678553
36.3,27.678553
36.4,27.480335
36.5,27.480335
36.6,27.54342
36.7,27.54342
36.8,27.729223
36.9,27.762877
37.0,27.896751
37.1,28.010069
37.2,28.266405
37.3,28.593603
37.4,28.76658
37.5,28.721231
37.6,28.809673
37.7,28.980183
37.8,29.031067
37.9,28.760221
38.0,28.499426
38.1,28.520014
38.2,28.592045
38.3,28.587559
38.4,28.77329
38.5,28.816347
38.6,28.710312
38.7,28.710312
38.8,28.356375
38.9,28.169905
39.0,28.20568
39.1,28.20568
39.2,28.337963
39.3,28.144318
39.4,28.046621
39.5,28.046621
39.6,28.54417
39.7,28.54417
39.8,28.92558
39.9,28.92558
40.0,28.920088
40.1,28.920088
40.2,29.377867
40.3,29.377867
40.4,29.736593
40.5,29.736593
40.6,29.713861
40.7,29.713861
40.8,29.232088
40.9,29.232088
41.0,29.20641
41.1,29.20641
41.2,29.124622
41.3,29.124622
41.4,29.0938
41.5,29.0938
41.6,29.019949
41.7,29.019949
41.8,29.084278
41.9,29.084278
42.0,29.09803
42.1,29.09803
42.2,29.298584
42.3,29.298584
42.4,29.670921
42.5,29.670921
42.6,29.502398
42.7,29.502398
42.8,29.58003
42.9,29.58003
43.0,29.562857
43.1,29.444649
43.2,29.204487
43.3,29.204487
43.4,29.6232
43.5,29.6232
43.6,30.026855
43.7,30.026855
43.8,30.067354
43.9,30.067354
44.0,29.981314
44.1,29.981314
44.2,30.214197
44.3,30.214197
44.4,29.995747
44.5,29.995747
44.6,29.546314
44.7,29.546314
44.8,29.127396
44.9,29.127396
45.0,28.927938
45.1,28.927938
45.2,29.154356
45.3,29.154356
45.4,29.283524
45.5,29.283524
45.6,29.49221
45.7,29.49221
45.8,29.804317
45.9,29.804317
46.0,29.367334
46.1,29.367334
46.2,28.830769
46.3,28.830769
46.4,28.948112
46.5,28.948112
46.6,29.020803
46.7,29.020803
46.8,28.87892
46.9,28.87892
47.0,29.079681
47.1,29.079681
47.2,28.867075
47.3,28.867075
47.4,28.174015
47.5,28.174015
47.6,28.156055
47.7,28.156055
47.8,28.526466
47.9,28.526466
48.0,29.075624
48.1,29.075624
48.2,29.155647
48.3,29.155647
48.4,29.208117
48.5,29.208117
48.6,29.397322
48.7,29.3562
48.8,29.10612
48.9,29.10612
49.0,28.878494
49.1,28.878494
49.2,28.269157
49.3,28.269157
49.4,28.216492
49.5,28.216492
49.6,28.464529
49.7,28.464529
49.8,28.107603
49.9,28.107603
50.0,27.560432
50.1,27.560432
50.2,26.95236
50.3,26.95236
50.4,27.026533
50.5,27.026533
50.6,27.049906
50.7,27.049906
50.8,26.949368
50.9,26.949368
51.0,26.58035
51.1,26.58035
51.2,26.289965
51.3,26.289965
51.4,25.896215
51.5,25.896215
51.6,25.414696
51.7,25.414696
51.8,25.123688
51.9,25.123688
52.0,24.520836
52.1,24.520836
52.2,24.186415
52.3,24.186415
52.4,24.230755
52.5,24.230755
52.6,24.419106
52.7,24.419106
52.8,23.986101
52.9,23.986101
53.0,23.809956
53.1,23.809956
53.2,24.137117
53.3,24.137117
53.4,24.031767
53.5,24.031767
53.6,23.836376
53.7,23.836376
53.8,24.228033
53.9,24.228033
54.0,24.748127
54.1,24.748127
54.2,25.031172
54.3,25.031172
54.4,25.214468
54.5,25.214468
54.6,24.736319
54.7,24.736319
54.8,24.582129
54.9,24.582129
55.0,24.65586
55.1,24.65586
55.2,24.343342
55.3,24.343342
55.4,24.74872
55.5,24.74872
55.6,25.187397
55.7,25.187397
55.8,25.345617
55.9,25.345617
56.0,25.4076
56.1,25.4076
56.2,25.573565
56.3,25.573565
56.4,25.553097
56.5,25.553097
56.6,26.223864
56.7,26.223864
56.8,25.878464
56.9,25.878464
57.0,25.423128
57.1,25.423128
57.2,25.307281
57.3,25.103844
57.4,25.113253
57.5,25.113253
57.6,25.085182
57.7,25.085182
57.8,25.042477
57.9,25.042477
58.0,25.2401
58.1,25.2401
58.2,24.800623
58.3,24.800623
58.4,25.0701
58.5,25.0701
58.6,25.54711
58.7,25.54711
58.8,25.772385
58.9,25.772385
59.0,26.181177
59.1,26.181177
59.2,26.495735
59.3,26.495735
59.4,25.878014
59.5,25.878014
59.6,25.159065
59.7,25.159065
59.8,25.470778
59.9,25.470778
60.0,25.430925
60.1,25.430925
60.2,24.91841
60.3,24.91841
60.4,24.570507
60.5,24.570507
60.6,25.241568
60.7,25.241568
60.8,25.570612
60.9,25.570612
61.0,25.917624
61.1,25.917624
61.2,26.243685
61.3,26.243685
61.4,26.687002
61.5,26.687002
61.6,26.753433
61.7,26.753433
61.8,26.344257
61.9,26.344257
62.0,26.223827
62.1,26.223827
62.2,26.3714
62.3,26.3714
62.4,26.262852
62.5,26.262852
62.6,26.554579
62.7,26.554579
62.8,26.526384
62.9,26.526384
63.0,26.423712
63.1,26.423712
63.2,26.308502
63.3,26.308502
63.4,26.861526
63.5,26.861526
63.6,27.365444
63.7,27.365444
63.8,27.78264
63.9,27.78264
64.0,27.79987
64.1,27.79987
64.2,28.371504
64.3,28.371504
64.4,29.035915
64.5,29.035915
64.6,29.040081
64.7,29.040081
64.8,28.8201
64.9,28.8201
65.0,28.31108
65.1,28.032907
65.2,27.599655
65.3,27.599655
65.4,28.003357
65.5,28.003357
65.6,28.283367
65.7,28.283367
65.8,28.658623
65.9,28.658623
66.0,28.725178
66.1,28.725178
66.2,28.943182
66.3,28.943182
66.4,29.793007
66.5,29.793007
66.6,29.985592
66.7,29.985592
66.8,29.641073
66.9,29.641073
67.0,29.747269
67.1,29.747269
67.2,29.986198
67.3,29.986198
67.4,30.04203
67.5,30.04203
67.6,30.159533
67.7,30.159533
67.8,29.948536
67.9,29.948536
68.0,29.773106
68.1,29.773106
68.2,29.852818
68.3,29.852818
68.4,29.958588
68.5,29.958588
68.6,29.843422
68.7,29.843422
68.8,29.9345
68.9,29.9345
69.0,29.987715
69.1,29.987715
69.2,30.195461
69.3,30.195461
69.4,30.450935
69.5,30.450935
69.6,30.66115
69.7,30.66115
69.8,30.803762
69.9,30.803762
70.0,30.575462
70.1,30.575462
70.2,30.265068
70.3,30.265068
70.4,30.588062
70.5,30.588062
70.6,30.699656
70.7,30.699656
70.8,30.25505
70.9,30.25505
71.0,29.93765
71.1,29.93765
71.2,30.066334
71.3,30.066334
71.4,30.437183
71.5,30.437183
71.6,30.589407
71.7,30.589407
71.8,31.058975
71.9,31.058975
72.0,31.172274
72.1,31.172274
72.2,31.146921
72.3,31.146921
72.4,31.242151
72.5,31.242151
72.6,31.187595
72.7,31.187595
72.8,30.96447
72.9,30.96447
73.0,31.10998
73.1,31.10998
73.2,31.141582
73.3,31.141582
73.4,30.833694
73.5,30.833694
73.6,30.800697
73.7,30.800697
73.8,30.039028
73.9,30.039028
74.0,30.115282
74.1,30.115282
74.2,30.51981
74.3,30.51981
74.4,30.402544
74.5,30.402544
74.6,30.33108
74.7,30.33108
74.8,31.084839
74.9,31.084839
75.0,31.273172
75.1,31.273172
75.2,31.491549
75.3,31.491549
75.4,31.374144
75.5,31.374144
75.6,31.693975
75.7,31.693975
75.8,31.911722
75.9,31.911722
76.0,31.95975
76.1,31.95975
76.2,31.93563
76.3,31.923485
76.4,32.514656
76.5,32.514656
76.6,32.845
76.7,32.845
76.8,33.255642
76.9,33.255642
77.0,33.495354
77.1,33.495354
77.2,33.420334
77.3,33.420334
77.4,33.277576
77.5,33.277576
77.6,33.487953
77.7,33.487953
77.8,33.449593
77.9,33.449593
78.0,33.528133
78.1,33.528133
78.2,34.121162
78.3,34.121162
78.4,34.444572
78.5,34.444572
78.6,34.71163
78.7,34.71163
78.8,34.85732
78.9,34.85732
79.0,34.577744
79.1,34.577744
79.2,34.913742
79.3,34.913742
79.4,35.451927
79.5,35.451927
79.6,35.98062
79.7,35.98062
79.8,35.74148
79.9,35.74148
80.0,35.495438
80.1,35.495438
80.2,35.316605
80.3,35.316605
80.4,35.34345
80.5,35.34345
80.6,36.31554
80.7,36.31554
80.8,36.747803
80.9,36.747803
81.0,37.233166
81.1,37.233166
81.2,37.390778
81.3,37.390778
81.4,37.556995
81.5,37.556995
81.6,37.746876
81.7,37.746876
81.8,38.35983
81.9,38.35983
82.0,37.87803
82.1,37.87803
82.2,37.837658
82.3,37.837658
82.4,37.881424
82.5,37.881424
82.6,37.796497
82.7,37.796497
82.8,37.49991
82.9,37.49991
83.0,36.924545
83.1,36.924545
83.2,36.13429
83.3,36.13429
83.4,34.759846
83.5,34.759846
83.6,34.183105
83.7,34.183105
83.8,33.028927
83.9,33.028927
84.0,32.008423
84.1,32.008423
84.2,31.550978
84.3,31.550978
84.4,31.000132
84.5,31.000132
84.6,30.704378
84.7,30.704378
84.8,29.657894
84.9,29.657894
85.0,28.533293
85.1,28.533293
85.2,28.649208
85.3,28.649208
85.4,28.185726
85.5,28.185726
85.6,27.808708
85.7,27.729214
85.8,27.532898
85.9,27.532898
86.0,26.516167
86.1,26.516167
86.2,25.278322
86.3,25.278322
86.4,24.683264
86.5,24.683264
86.6,23.945595
86.7,23.945595
86.8,23.81409
86.9,23.81409
87.0,24.907839
87.1,24.907839
87.2,27.212242
87.3,27.212242
87.4,32.090954
87.5,32.090954
87.6,36.41414
87.7,36.41414
87.8,44.36975
87.9,44.36975
88.0,53.818485
88.1,53.818485
88.2,59.214676
88.3,59.214676
88.4,53.679626
88.5,53.679626
88.6,44.36765
88.7,44.36765
88.8,38.63831
88.9,38.63831
89.0,30.567839
89.1,30.567839
89.2,25.53836
89.3,25.53836
89.4,19.295498
89.5,19.295498
89.6,15.726139
89.7,15.726139
89.8,15.262356
89.9,15.262356
90.0,15.324223
90.1,15.324223
90.2,14.927837
90.3,14.927837
90.4,13.468227
90.5,13.468227
90.6,11.947406
90.7,11.947406
90.8,9.996363
90.9,9.996363
91.0,9.809074
91.1,9.809074
91.2,9.9380665
91.3,9.9380665
91.4,10.004351
91.5,10.004351
91.6,9.661971
91.7,9.661971
91.8,9.642124
91.9,9.642124
92.0,9.900008
92.1,9.900008
92.2,9.566067
92.3,9.566067
92.4,8.434963
92.5,8.434963
92.6,8.201137
92.7,8.201137
92.8,8.761458
92.9,8.761458
93.0,9.199858
93.1,9.199858
93.2,9.098397
93.3,9.098397
93.4,9.570484
93.5,9.570484
93.6,10.296217
93.7,10.296217
93.8,10.237254
93.9,10.237254
94.0,10.678141
94.1,10.678141
94.2,11.769404
94.3,11.769404
94.4,13.038424
94.5,13.038424
94.6,14.919419
94.7,14.919419
94.8,17.3922
94.9,17.3922
95.0,18.987318
95.1,18.987318
95.2,21.623869
95.3,21.623869
95.4,23.170612
95.5,23.170612
95.6,24.774908
95.7,24.774908
95.8,26.502504
95.9,26.502504
96.0,27.16193
96.1,27.16193
96.2,27.73881
96.3,27.73881
96.4,28.699373
96.5,28.699373
96.6,29.757162
96.7,29.757162
96.8,31.73517
96.9,31.73517
97.0,34.00597
97.1,34.00597
97.2,35.859787
97.3,35.859787
97.4,36.75558
97.5,36.75558
97.6,38.539574
97.7,38.539574
97.8,41.62151
97.9,41.62151
98.0,43.200005
98.1,43.200005
98.2,43.338604
98.3,43.338604
98.4,42.850376
98.5,42.850376
98.6,41.542007
98.7,41.542007
98.8,40.236874
98.9,40.236874
99.0,38.60846
99.1,38.60846
99.2,37.506775
99.3,37.506775
99.4,36.238823
99.5,36.238823
99.6,33.685482
99.7,33.685482
99.8,31.832298
99.9,31.832298
100.0,31.68067
100.1,31.68067
100.2,31.411886
100.3,31.411886
100.4,31.131577
100.5,31.131577
100.6,30.633099
100.7,30.633099
100.8,30.256588
100.9,30.256588
101.0,30.204983
101.1,30.204983
101.2,31.52596
101.3,31.52596
101.4,32.14436
101.5,32.14436
101.6,31.960268
101.7,31.960268
101.8,31.728336
101.9,31.728336
102.0,32.199245
102.1,32.199245
102.2,32.87331
102.3,32.87331
102.4,33.894226
102.5,33.894226
102.6,35.309753
102.7,35.309753
102.8,36.482048
102.9,36.482048
103.0,37.315178
103.1,37.315178
103.2,37.336304
103.3,37.336304
103.4,38.075546
103.5,38.075546
103.6,38.42876
103.7,38.42876
103.8,39.14598
103.9,39.14598
104.0,38.784687
104.1,38.784687
104.2,38.380436
104.3,38.380436
104.4,38.46295
104.5,38.46295
104.6,38.591972
104.7,38.591972
104.8,38.422688
104.9,38.422688
105.0,37.97459
105.1,37.97459
105.2,37.80373
105.3,37.80373
105.4,37.403587
105.5,37.403587
105.6,37.427475
105.7,37.427475
105.8,36.922817
105.9,36.922817
106.0,35.666294
106.1,35.666294
106.2,35.855045
106.3,35.855045
106.4,35.77822
106.5,35.77822
106.6,35.655087
106.7,35.655087
106.8,35.041317
106.9,35.041317
107.0,35.35238
107.1,35.35238
107.2,36.04143
107.3,36.04143
107.4,36.001823
107.5,36.001823
107.6,35.807213
107.7,35.807213
107.8,35.86022
107.9,35.86022
108.0,36.056602
108.1,36.056602
108.2,35.41987
108.3,35.41987
108.4,35.11493
108.5,35.11493
108.6,34.984673
108.7,34.984673
108.8,35.401325
108.9,35.401325
109.0,35.743885
109.1,35.743885
109.2,35.547123
109.3,35.547123
109.4,34.777203
109.5,34.777203
109.6,33.72156
109.7,33.72156
109.8,33.788494
109.9,33.788494
110.0,34.09613
110.1,34.09613
110.2,33.87666
110.3,33.87666
110.4,33.67178
110.5,33.67178
110.6,32.967045
110.7,32.967045
110.8,31.717508
110.9,31.717508
111.0,30.744728
111.1,30.744728
111.2,29.636732
111.3,29.636732
111.4,29.079638
111.5,29.079638
111.6,28.7693
111.7,28.7693
111.8,28.358223
111.9,28.358223
112.0,28.001814
112.1,28.001814
112.2,28.161491
112.3,28.161491
112.4,28.104439
112.5,28.104439
112.6,27.784325
112.7,27.784325
112.8,27.377522
112.9,27.377522
113.0,26.848127
113.1,26.848127
113.2,26.700104
113.3,26.700104
113.4,27.238508
113.5,27.238508
113.6,27.323862
113.7,27.323862
113.8,27.236803
113.9,27.236803
114.0,27.203165
114.1,27.203165
114.2,27.730679
114.3,27.730679
114.4,27.664616
114.5,27.664616
114.6,28.052917
114.7,28.052917
114.8,28.556879
114.9,28.556879
115.0,28.505146
115.1,28.505146
115.2,28.995537
115.3,28.995537
115.4,28.578741
115.5,28.578741
115.6,28.244581
115.7,28.244581
115.8,28.03826
115.9,28.03826
116.0,29.045832
116.1,29.045832
116.2,29.329388
116.3,29.329388
116.4,29.191916
116.5,29.191916
116.6,28.556221
116.7,28.556221
116.8,28.859623
116.9,28.859623
117.0,29.09708
117.1,29.09708
117.2,29.2755
117.3,29.2755
117.4,29.66885
117.5,29.66885
117.6,29.47207
117.7,29.47207
117.8,29.60668
117.9,29.60668
118.0,29.158434
118.1,29.158434
118.2,28.775286
118.3,28.775286
118.4,28.662638
118.5,28.662638
118.6,29.016176
118.7,29.016176
118.8,29.076899
118.9,29.076899
119.0,28.780655
119.1,28.84323
119.2,28.939774
119.3,28.939774
119.4,28.837093
119.5,28.837093
119.6,29.115768
119.7,29.115768
119.8,29.291023
119.9,29.291023
120.0,29.142662
120.1,29.142662
120.2,29.041313
120.3,29.041313
120.4,28.793056
120.5,28.793056
120.6,28.238832
120.7,28.238832
120.8,27.92166
120.9,27.92166
121.0,27.984144
121.1,27.984144
121.2,27.905104
121.3,27.905104
121.4,27.930756
121.5,27.930756
121.6,27.828926
121.7,27.828926
121.8,27.704369
121.9,27.704369
122.0,27.770952
122.1,27.770952
122.2,27.851768
122.3,27.975513
122.4,28.011309
122.5,28.011309
122.6,27.727095
122.7,27.727095
122.8,27.937288
122.9,27.937288
123.0,28.196014
123.1,28.196014
123.2,28.356058
123.3,28.356058
123.4,28.222326
123.5,28.222326
123.6,28.858198
123.7,29.064062
123.8,29.088644
123.9,29.088644
124.0,29.04827
124.1,29.04827
124.2,29.4472
124.3,29.4472
124.4,30.35349
124.5,30.35349
124.6,30.901163
124.7,30.901163
124.8,31.309597
124.9,31.309597
125.0,31.967997
125.1,31.967997
125.2,32.526745
125.3,32.526745
125.4,33.372894
125.5,33.372894
125.6,34.10007
125.7,34.10007
125.8,34.375652
125.9,34.375652
126.0,34.98976
126.1,34.98976
126.2,36.15183
126.3,36.15183
126.4,37.238174
126.5,37.238174
126.6,37.387318
126.7,37.387318
126.8,37.417313
126.9,37.417313
127.0,37.74639
127.1,37.74639
127.2,38.14618
127.3,38.14618
127.4,38.098648
127.5,38.098648
127.6,38.347183
127.7,38.347183
127.8,38.82913
127.9,38.82913
128.0,39.017365
128.1,39.017365
128.2,38.382664
128.3,38.382664
128.4,38.39147
128.5,38.39147
128.6,38.306313
128.7,38.306313
128.8,38.375
128.9,38.375
129.0,38.18717
129.1,38.18717
129.2,38.58347
129.3,38.58347
129.4,38.57585
129.5,38.57585
129.6,38.34851
129.7,38.34851
129.8,38.21209
129.9,38.21209
130.0,38.294476
130.1,38.294476
130.2,38.70946
130.3,38.70946
130.4,38.508816
130.5,38.508816
130.6,37.775444
130.7,37.775444
130.8,38.296364
130.9,38.296364
131.0,38.97651
131.1,38.97651
131.2,39.557083
131.3,39.557083
131.4,39.772617
131.5,39.772617
131.6,39.354053
131.7,39.354053
131.8,38.692734
131.9,38.692734
132.0,38.631836
132.1,38.631836
132.2,38.483475
132.3,38.483475
132.4,38.824642
132.5,38.824642
132.6,38.99826
132.7,38.99826
132.8,38.55279
132.9,38.55279
133.0,38.230877
133.1,38.230877
133.2,38.185154
133.3,38.185154
133.4,38.000355
133.5,38.000355
133.6,37.94492
133.7,37.94492
133.8,37.828842
133.9,37.828842
134.0,36.330017
134.1,36.330017
134.2,35.60281
134.3,35.60281
134.4,35.592117
134.5,35.592117
134.6,34.95849
134.7,34.95849
134.8,34.82814
134.9,34.82814
135.0,34.787144
135.1,34.787144
135.2,34.40144
135.3,34.40144
135.4,33.98015
135.5,33.98015
135.6,33.56859
135.7,33.56859
135.8,33.650726
135.9,33.650726
136.0,33.705616
136.1,33.705616
136.2,33.212013
136.3,33.212013
136.4,33.25307
136.5,33.25307
136.6,33.591934
136.7,33.591934
136.8,33.64747
136.9,33.64747
137.0,32.260242
137.1,32.260242
137.2,31.728395
137.3,31.728395
137.4,31.628464
137.5,31.628464
137.6,30.955534
137.7,30.955534
137.8,30.621054
137.9,30.621054
138.0,31.061922
138.1,31.061922
138.2,30.756758
138.3,30.756758
138.4,30.316395
138.5,30.316395
138.6,30.002531
138.7,30.002531
138.8,29.367727
138.9,29.367727
139.0,28.793001
139.1,28.793001
139.2,28.372
139.3,28.372
139.4,27.698507
139.5,27.698507
139.6,27.227058
139.7,27.227058
139.8,26.865282
139.9,26.865282
140.0,27.046896
140.1,27.046896
140.2,27.077667
140.3,27.077667
140.4,26.49539
140.5,26.49539
140.6,26.016003
140.7,26.016003
140.8,24.79265
140.9,24.79265
141.0,24.088547
141.1,24.088547
141.2,23.917437
141.3,23.917437
141.4,24.439222
141.5,24.439222
141.6,24.633846
141.7,24.633846
141.8,25.091833
141.9,25.091833
142.0,25.201426
142.1,25.201426
142.2,25.200806
142.3,25.200806
142.4,25.758411
142.5,25.758411
142.6,25.702002
142.7,25.702002
142.8,26.478601
142.9,26.478601
143.0,27.11726
143.1,27.11726
143.2,27.237883
143.3,27.237883
143.4,27.509237
143.5,27.509237
143.6,27.78216
143.7,27.78216
143.8,27.67015
143.9,27.67015
144.0,27.780188
144.1,27.780188
144.2,28.299597
144.3,28.299597
144.4,28.89301
144.5,28.89301
144.6,29.225052
144.7,29.225052
144.8,29.906893
144.9,29.906893
145.0,30.416069
145.1,30.416069
145.2,30.333801
145.3,30.333801
145.4,30.101088
145.5,30.101088
145.6,30.469164
145.7,30.469164
145.8,30.935461
145.9,30.935461
146.0,31.639824
146.1,31.639824
146.2,30.938099
146.3,30.938099
146.4,31.092943
146.5,31.092943
146.6,31.540346
146.7,31.540346
146.8,32.07577
146.9,32.07577
147.0,32.13917
147.1,32.13917
147.2,32.822136
147.3,32.822136
147.4,33.02724
147.5,33.02724
147.6,33.293316
147.7,33.293316
147.8,34.797634
147.9,34.797634
148.0,34.734184
148.1,34.734184
148.2,35.11876
148.3,35.11876
148.4,35.64057
148.5,35.781113
148.6,36.083652
148.7,36.083652
148.8,35.889137
148.9,35.889137
149.0,36.106533
149.1,36.106533
149.2,37.091923
149.3,37.091923
149.4,37.633114
149.5,37.633114
149.6,37.754417
149.7,37.754417
149.8,37.88972
149.9,37.88972
150.0,38.22695
150.1,38.22695
150.2,38.94476
150.3,38.94476
150.4,39.25632
150.5,39.25632
150.6,39.59751
150.7,39.59751
150.8,39.87162
150.9,39.87162
151.0,40.006344
151.1,40.006344
151.2,39.642006
151.3,39.642006
151.4,38.99568
151.5,38.99568
151.6,38.179935
151.7,38.179935
151.8,37.407013
151.9,37.407013
152.0,36.995316
152.1,36.995316
152.2,36.47772
152.3,36.47772
152.4,35.23532
152.5,35.23532
152.6,34.514782
152.7,34.422394
152.8,34.57635
152.9,34.57635
153.0,34.724693
153.1,34.724693
153.2,35.00914
153.3,35.00914
153.4,34.511353
153.5,34.511353
153.6,33.887123
153.7,33.887123
153.8,33.59139
153.9,33.59139
154.0,33.38076
154.1,33.38076
154.2,32.88811
154.3,32.88811
154.4,32.624695
154.5,32.624695
154.6,31.86759
154.7,31.86759
154.8,31.70389
154.9,31.70389
155.0,31.016317
155.1,31.016317
155.2,31.238178
155.3,31.238178
155.4,31.490578
